BioSample_s	Experiment_s	Library_Name_s	LoadDate_s	MBases_l	MBytes_l	ReleaseDate_s	Run_s	SRA_Sample_s	Sample_Name_s	ecotype_s	geo_loc_name_s	tissue_s	Assay_Type_s	AssemblyName_s	BioProject_s	BioSampleModel_s	Center_Name_s	Consent_s	InsertSize_l	LibraryLayout_s	LibrarySelection_s	LibrarySource_s	Organism_s	Platform_s	SRA_Study_s	age_s	dev_stage_s	g1k_analysis_group_s	g1k_pop_code_s	source_s
SAMN03326645	SRX972484	6986	2015-03-30	2689	1864	2016-05-06	SRR1945801	SRS887958	6986	6986	United Kingdom	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326646	SRX972485	6987	2015-03-30	1642	1070	2016-05-06	SRR1945802	SRS887984	6987	6987	Germany	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326647	SRX972486	6989	2015-03-30	1800	1170	2016-05-06	SRR1945803	SRS887961	6989	6989	United Kingdom	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326648	SRX972487	6990	2015-03-30	2399	1609	2016-05-06	SRR1945804	SRS887960	6990	6990	Netherlands	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326649	SRX972488	6992	2015-03-30	2019	1312	2016-05-06	SRR1945805	SRS887957	6992	6992	Belgium	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326650	SRX972489	6997	2015-03-30	2012	1418	2016-05-06	SRR1945806	SRS887956	6997	6997	Netherlands	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326651	SRX972490	7000	2015-03-30	1743	1174	2016-05-06	SRR1945807	SRS887954	7000	7000	Germany	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326652	SRX972491	7002	2015-03-30	9911	7227	2016-05-06	SRR1945808	SRS887953	7002	7002	Netherlands	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326653	SRX972492	7003	2015-03-30	2031	1331	2016-05-06	SRR1945809	SRS887952	7003	7003	Switzerland	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326654	SRX972493	7008	2015-03-30	1878	1232	2016-05-06	SRR1945810	SRS887951	7008	7008	Netherlands	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326655	SRX972494	7013	2015-03-30	2036	1322	2016-05-06	SRR1945811	SRS887955	7013	7013	Germany	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326656	SRX972495	7014	2015-03-30	11316	8251	2016-05-06	SRR1945812	SRS887943	7014	7014	United Kingdom	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326657	SRX972496	7025	2015-03-30	1994	1310	2016-05-06	SRR1945813	SRS887944	7025	7025	Italy	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326658	SRX972497	7026	2015-03-30	2370	1672	2016-05-06	SRR1945814	SRS887949	7026	7026	United Kingdom	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326659	SRX972498	7028	2015-03-30	2191	1475	2016-05-06	SRR1945815	SRS887950	7028	7028	Germany	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326660	SRX972499	7031	2015-03-30	1634	1075	2016-05-06	SRR1945816	SRS887946	7031	7031	Germany	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326661	SRX972500	7033	2015-03-30	2576	1787	2016-05-06	SRR1945817	SRS887948	7033	7033	USA	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326662	SRX972501	7036	2015-03-30	3067	2060	2016-05-06	SRR1945818	SRS887945	7036	7036	Germany	leaf/rosette	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326663	SRX972502	7058	2015-03-30	2833	1160	2016-05-06	SRR1945819	SRS887947	7058	7058	Ireland	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326664	SRX972503	7061	2015-03-30	2949	1990	2016-05-06	SRR1945820	SRS887942	7061	7061	United Kingdom	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326665	SRX972504	7062	2015-03-30	3370	2264	2016-05-06	SRR1945821	SRS887941	7062	7062	Germany	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326666	SRX972505	7063	2015-03-30	3008	1227	2016-05-06	SRR1945822	SRS887939	7063	7063	Spain	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326667	SRX972506	7064	2015-03-30	2046	1342	2016-05-06	SRR1945823	SRS887940	7064	7064	United Kingdom	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326668	SRX972507	7067	2015-03-30	2469	932	2016-05-06	SRR1945824	SRS887936	7067	7067	Italy	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326669	SRX972508	7068	2015-03-30	1184	796	2016-05-06	SRR1945825	SRS887937	7068	7068	Italy	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326670	SRX972509	7071	2015-03-30	2346	1555	2016-05-06	SRR1945826	SRS887938	7071	7071	France	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326671	SRX972510	7072	2015-03-30	1767	1156	2016-05-06	SRR1945827	SRS887935	7072	7072	Russia	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326672	SRX972511	7077	2015-03-30	1909	1246	2016-05-06	SRR1945828	SRS887934	7077	7077	Portugal	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326673	SRX972512	7081	2015-03-30	5986	3927	2016-05-06	SRR1945829	SRS887931	7081	7081	Portugal	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326674	SRX972513	7092	2015-03-30	2172	1437	2016-05-06	SRR1945830	SRS887930	7092	7092	France	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326675	SRX972514	7094	2015-03-30	1750	1124	2016-05-06	SRR1945831	SRS887933	7094	7094	Germany	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326676	SRX972515	7096	2015-03-30	1863	1213	2016-05-06	SRR1945832	SRS887932	7096	7096	France	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326677	SRX972516	7102	2015-03-30	12751	9305	2016-05-06	SRR1945833	SRS887928	7102	7102	Germany	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326678	SRX972517	7103	2015-03-30	1717	1113	2016-05-06	SRR1945834	SRS887927	7103	7103	Czech Republic	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326679	SRX972518	7106	2015-03-30	1850	1202	2016-05-06	SRR1945835	SRS887929	7106	7106	Germany	leaf/rosette	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326680	SRX972519	7107	2015-03-30	1833	1202	2016-05-06	SRR1945836	SRS887926	7107	7107	United Kingdom	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326681	SRX972520	7109	2015-03-30	1765	1155	2016-05-06	SRR1945837	SRS887925	7109	7109	United Kingdom	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326682	SRX972521	7111	2015-03-30	3061	1240	2016-05-06	SRR1945838	SRS887920	7111	7111	United Kingdom	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326683	SRX972522	7117	2015-03-30	4099	2841	2016-05-06	SRR1945839	SRS887919	7117	7117	Germany	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326684	SRX972523	7119	2015-03-30	2196	1455	2016-05-06	SRR1945840	SRS887918	7119	7119	Germany	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326685	SRX972524	7120	2015-03-30	2426	1604	2016-05-06	SRR1945841	SRS887917	7120	7120	Germany	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326686	SRX972525	7125	2015-03-30	3012	2028	2016-05-06	SRR1945842	SRS887924	7125	7125	Germany	leaf/rosette	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326687	SRX972526	7126	2015-03-30	2347	1560	2016-05-06	SRR1945843	SRS887923	7126	7126	Finland	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326688	SRX972527	7127	2015-03-30	2007	1317	2016-05-06	SRR1945844	SRS887914	7127	7127	Estonia	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326689	SRX972528	7130	2015-03-30	3190	2138	2016-05-06	SRR1945845	SRS887913	7130	7130	France	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326690	SRX972529	7133	2015-03-30	1956	1280	2016-05-06	SRR1945846	SRS887922	7133	7133	Germany	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326691	SRX972530	7138	2015-03-30	2164	1452	2016-05-06	SRR1945847	SRS887921	7138	7138	Germany	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326692	SRX972531	7143	2015-03-30	3732	2625	2016-05-06	SRR1945848	SRS887916	7143	7143	Netherlands	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326693	SRX972532	7147	2015-03-30	2173	1535	2016-05-06	SRR1945849	SRS887915	7147	7147	Germany	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326694	SRX972533	7158	2015-03-30	2160	1383	2016-05-06	SRR1945850	SRS887911	7158	7158	Austria	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326696	SRX972535	7161	2015-03-30	3370	2215	2016-05-06	SRR1945852	SRS887912	7161	7161	Germany	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03327150	SRX972989	9730	2015-03-30	2195	1399	2016-05-06	SRR1946306	SRS887788	9730	9730	Slovakia	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03327151	SRX972990	9731	2015-03-30	3114	2140	2016-05-06	SRR1946307	SRS887784	9731	9731	Slovakia	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03327152	SRX972991	9732	2015-03-30	3654	2503	2016-05-06	SRR1946308	SRS887782	9732	9732	Slovakia	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03327153	SRX972992	9733	2015-03-30	2320	1500	2016-05-06	SRR1946309	SRS887783	9733	9733	Slovakia	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03327154	SRX972993	9735	2015-03-30	2799	1913	2016-05-06	SRR1946310	SRS887781	9735	9735	Slovakia	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03327155	SRX972994	9736	2015-03-30	1957	1256	2016-05-06	SRR1946311	SRS887790	9736	9736	Romania	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03327156	SRX972995	9737	2015-03-30	1907	1195	2016-05-06	SRR1946312	SRS887779	9737	9737	Romania	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03327157	SRX972996	9738	2015-03-30	2611	1773	2016-05-06	SRR1946313	SRS887780	9738	9738	Romania	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03327158	SRX972997	9739	2015-03-30	2905	1863	2016-05-06	SRR1946314	SRS887778	9739	9739	Romania	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03327159	SRX972998	9741	2015-03-30	2371	1528	2016-05-06	SRR1946315	SRS887777	9741	9741	Romania	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03327162	SRX973001	9745	2015-03-30	2340	1491	2016-05-06	SRR1946318	SRS887775	9745	9745	Uzbekistan	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03327163	SRX973002	9747	2015-03-30	2561	1766	2016-05-06	SRR1946319	SRS887774	9747	9747	Serbia	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03327164	SRX973003	9748	2015-03-30	1999	1332	2016-05-06	SRR1946320	SRS887771	9748	9748	Serbia	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03327165	SRX973004	9749	2015-03-30	2118	1387	2016-05-06	SRR1946321	SRS887772	9749	9749	Serbia	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03327167	SRX973006	9755	2015-03-30	4320	2997	2016-05-06	SRR1946323	SRS887785	9755	9755	Serbia	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03327168	SRX973007	9756	2015-03-30	3031	2089	2016-05-06	SRR1946324	SRS887769	9756	9756	Serbia	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03327169	SRX973008	9757	2015-03-30	2061	1342	2016-05-06	SRR1946325	SRS887770	9757	9757	Serbia	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03327170	SRX973009	9758	2015-03-30	1792	1171	2016-05-06	SRR1946326	SRS887773	9758	9758	China	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03327171	SRX973010	9759	2015-03-30	1678	1101	2016-05-06	SRR1946327	SRS887776	9759	9759	Iran	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03327172	SRX973011	9761	2015-03-30	2836	1896	2016-05-06	SRR1946328	SRS887767	9761	9761	Lebanon	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03327174	SRX973013	9764	2015-03-30	14921	10930	2016-05-06	SRR1946330	SRS887766	9764	9764	Lebanon	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03327175	SRX973014	9766	2015-03-30	1703	1087	2016-05-06	SRR1946331	SRS887768	9766	9766	Kyrgyzstan	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03327176	SRX973015	9768	2015-03-30	5115	3641	2016-05-06	SRR1946332	SRS887765	9768	9768	Germany	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03327177	SRX973016	9769	2015-03-30	5309	3773	2016-05-06	SRR1946333	SRS887764	9769	9769	Germany	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03327178	SRX973017	9770	2015-03-30	4456	3167	2016-05-06	SRR1946334	SRS887763	9770	9770	Germany	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03327179	SRX973018	9771	2015-03-30	4152	2949	2016-05-06	SRR1946335	SRS887762	9771	9771	Germany	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03327180	SRX973019	9772	2015-03-30	5158	3661	2016-05-06	SRR1946336	SRS887761	9772	9772	Germany	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03327181	SRX973020	9774	2015-03-30	4637	3297	2016-05-06	SRR1946337	SRS887758	9774	9774	Germany	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03327182	SRX973021	9775	2015-03-30	5415	3835	2016-05-06	SRR1946338	SRS887759	9775	9775	Germany	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
